  0.0000000E+00  0.1000000E+02  0.1000000E+02  0.1000000E+02
  0.1000000E-02  0.1000000E+02  0.1029000E+02  0.1007333E+02
  0.2000000E-02  0.1000290E+02  0.1057898E+02  0.1014937E+02
  0.3000000E-02  0.1000866E+02  0.1086699E+02  0.1022813E+02
  0.4000000E-02  0.1001724E+02  0.1115410E+02  0.1030962E+02
  0.5000000E-02  0.1002861E+02  0.1144036E+02  0.1039386E+02
  0.6000000E-02  0.1004273E+02  0.1172583E+02  0.1048087E+02
  0.7000000E-02  0.1005956E+02  0.1201056E+02  0.1057068E+02
  0.8000000E-02  0.1007907E+02  0.1229459E+02  0.1066331E+02
  0.9000000E-02  0.1010123E+02  0.1257798E+02  0.1075880E+02
  0.1000000E-01  0.1012599E+02  0.1286078E+02  0.1085716E+02
  0.1100000E-01  0.1015334E+02  0.1314302E+02  0.1095843E+02
  0.1200000E-01  0.1018324E+02  0.1342474E+02  0.1106266E+02
  0.1300000E-01  0.1021565E+02  0.1370599E+02  0.1116986E+02
  0.1400000E-01  0.1025056E+02  0.1398681E+02  0.1128009E+02
  0.1500000E-01  0.1028792E+02  0.1426722E+02  0.1139339E+02
  0.1600000E-01  0.1032771E+02  0.1454725E+02  0.1150978E+02
  0.1700000E-01  0.1036991E+02  0.1482694E+02  0.1162933E+02
  0.1800000E-01  0.1041448E+02  0.1510632E+02  0.1175207E+02
  0.1900000E-01  0.1046140E+02  0.1538540E+02  0.1187806E+02
  0.2000000E-01  0.1051064E+02  0.1566421E+02  0.1200734E+02
  0.2100000E-01  0.1056217E+02  0.1594276E+02  0.1213996E+02
  0.2200000E-01  0.1061598E+02  0.1622108E+02  0.1227598E+02
  0.2300000E-01  0.1067203E+02  0.1649918E+02  0.1241544E+02
  0.2400000E-01  0.1073030E+02  0.1677706E+02  0.1255841E+02
  0.2500000E-01  0.1079077E+02  0.1705474E+02  0.1270495E+02
  0.2600000E-01  0.1085341E+02  0.1733222E+02  0.1285510E+02
  0.2700000E-01  0.1091820E+02  0.1760951E+02  0.1300894E+02
  0.2800000E-01  0.1098511E+02  0.1788659E+02  0.1316651E+02
  0.2900000E-01  0.1105412E+02  0.1816347E+02  0.1332788E+02
  0.3000000E-01  0.1112522E+02  0.1844015E+02  0.1349312E+02
  0.3100000E-01  0.1119837E+02  0.1871660E+02  0.1366229E+02
  0.3200000E-01  0.1127355E+02  0.1899282E+02  0.1383546E+02
  0.3300000E-01  0.1135074E+02  0.1926880E+02  0.1401268E+02
  0.3400000E-01  0.1142992E+02  0.1954450E+02  0.1419403E+02
  0.3500000E-01  0.1151107E+02  0.1981992E+02  0.1437957E+02
  0.3600000E-01  0.1159416E+02  0.2009502E+02  0.1456937E+02
  0.3700000E-01  0.1167917E+02  0.2036977E+02  0.1476350E+02
  0.3800000E-01  0.1176607E+02  0.2064414E+02  0.1496204E+02
  0.3900000E-01  0.1185485E+02  0.2091810E+02  0.1516504E+02
  0.4000000E-01  0.1194548E+02  0.2119159E+02  0.1537258E+02
  0.4100000E-01  0.1203795E+02  0.2146459E+02  0.1558473E+02
  0.4200000E-01  0.1213221E+02  0.2173703E+02  0.1580156E+02
  0.4300000E-01  0.1222826E+02  0.2200888E+02  0.1602314E+02
  0.4400000E-01  0.1232607E+02  0.2228006E+02  0.1624954E+02
  0.4500000E-01  0.1242561E+02  0.2255053E+02  0.1648084E+02
  0.4600000E-01  0.1252686E+02  0.2282022E+02  0.1671709E+02
  0.4700000E-01  0.1262979E+02  0.2308906E+02  0.1695838E+02
  0.4800000E-01  0.1273438E+02  0.2335698E+02  0.1720476E+02
  0.4900000E-01  0.1284061E+02  0.2362391E+02  0.1745632E+02
  0.5000000E-01  0.1294844E+02  0.2388976E+02  0.1771312E+02
  0.5100000E-01  0.1305785E+02  0.2415445E+02  0.1797522E+02
  0.5200000E-01  0.1316882E+02  0.2441789E+02  0.1824269E+02
  0.5300000E-01  0.1328131E+02  0.2467999E+02  0.1851560E+02
  0.5400000E-01  0.1339530E+02  0.2494066E+02  0.1879400E+02
  0.5500000E-01  0.1351075E+02  0.2519978E+02  0.1907797E+02
  0.5600000E-01  0.1362764E+02  0.2545725E+02  0.1936757E+02
  0.5700000E-01  0.1374594E+02  0.2571296E+02  0.1966284E+02
  0.5800000E-01  0.1386561E+02  0.2596680E+02  0.1996386E+02
  0.5900000E-01  0.1398662E+02  0.2621865E+02  0.2027067E+02
  0.6000000E-01  0.1410894E+02  0.2646838E+02  0.2058332E+02
  0.6100000E-01  0.1423253E+02  0.2671586E+02  0.2090187E+02
  0.6200000E-01  0.1435737E+02  0.2696096E+02  0.2122637E+02
  0.6300000E-01  0.1448340E+02  0.2720354E+02  0.2155685E+02
  0.6400000E-01  0.1461061E+02  0.2744345E+02  0.2189337E+02
  0.6500000E-01  0.1473893E+02  0.2768056E+02  0.2223595E+02
  0.6600000E-01  0.1486835E+02  0.2791470E+02  0.2258464E+02
  0.6700000E-01  0.1499881E+02  0.2814572E+02  0.2293946E+02
  0.6800000E-01  0.1513028E+02  0.2837346E+02  0.2330044E+02
  0.6900000E-01  0.1526271E+02  0.2859776E+02  0.2366760E+02
  0.7000000E-01  0.1539606E+02  0.2881844E+02  0.2404097E+02
  0.7100000E-01  0.1553029E+02  0.2903533E+02  0.2442055E+02
  0.7200000E-01  0.1566534E+02  0.2924825E+02  0.2480636E+02
  0.7300000E-01  0.1580117E+02  0.2945701E+02  0.2519839E+02
  0.7400000E-01  0.1593773E+02  0.2966144E+02  0.2559665E+02
  0.7500000E-01  0.1607496E+02  0.2986133E+02  0.2600113E+02
  0.7600000E-01  0.1621283E+02  0.3005650E+02  0.2641181E+02
  0.7700000E-01  0.1635126E+02  0.3024675E+02  0.2682868E+02
  0.7800000E-01  0.1649022E+02  0.3043187E+02  0.2725171E+02
  0.7900000E-01  0.1662964E+02  0.3061166E+02  0.2768087E+02
  0.8000000E-01  0.1676946E+02  0.3078591E+02  0.2811611E+02
  0.8100000E-01  0.1690962E+02  0.3095441E+02  0.2855740E+02
  0.8200000E-01  0.1705007E+02  0.3111695E+02  0.2900467E+02
  0.8300000E-01  0.1719074E+02  0.3127330E+02  0.2945787E+02
  0.8400000E-01  0.1733156E+02  0.3142325E+02  0.2991693E+02
  0.8500000E-01  0.1747248E+02  0.3156659E+02  0.3038176E+02
  0.8600000E-01  0.1761342E+02  0.3170307E+02  0.3085229E+02
